chat_id,assume_payment,negotiate
0JMRBzI,0,N/A
J9Oh0Nemn6,0,N/A
VcQr3EB,1,1
B0Dz2LU,0,N/A
2078rbB,0,N/A
My9M7dD,1,0
f9Nt5Ye8G2,1,1
eCZpNXM,0,N/A
DSSUQJnnsl,0,N/A
vsq5k8P,0,N/A
23M9NyG,0,N/A
4wfAKUnFDK,1,0
jFK51DC,1,0
F85l45cxQ3,0,N/A
fMh4N20,1,1
62t7VL3,0,N/A
1YMkbmx9RG,1,0
GUi28lE,0,N/A
qUo3ie9,1,0
YQvR1iwjdR,1,N/A
jZD3LHA,1,N/A
MdS4szZ,1,0
b113m01,0,N/A
d2oNO4wej7,0,N/A
540X886,0,N/A
02onPBw53Y,1,0
58z3aE3,0,N/A
2y472VO,1,0
u40DGVT,0,N/A
9Wv1m3V,1,N/A
1S58qtQ,1,1
b90QM7gYB1,0,N/A
Fz9yio9,0,N/A
9x4340Z,1,0
dTAr675,0,N/A
7S8Rpp5,0,N/A
VjaZKVN,1,0
SZD61pL,1,0
F8JRFQY,1,1
53SJ80lP1I,0,N/A
N68doyL,1,1
I2J94xh2D3,0,N/A
GF9zX5Q,0,N/A
ahh7l6dzkL,1,1
4d0IKYM,1,0
Bs0MNZA,0,N/A
0lY028U,0,N/A
O10YM8dBoJ,1,0
0AA7bcR,0,N/A
H96lGLB,1,1
KF5va59,0,N/A
AHOoxX3,0,N/A
1O699rrzr5,1,0
U1Jj8f8,0,N/A
wKB4bV4,0,N/A
7nUr5Lz17r,1,N/A
QxnfK5xW6X,0,N/A
6b62F42,1,N/A
7X2S7l8,1,1
cwgyIk2,0,N/A
5OeovVgcid,0,N/A
G0rc5Ai0bV,1,N/A
3e9AU7W,1,1
jGw885V,0,N/A
VXX55a1,1,1
Ny489gbGKb,1,N/A
EC4Aw87,0,N/A
r5bk2qQ,1,1
M2OH9lmoK3,1,0
q67NB5zIHM,0,N/A
pIk8uo4,1,0
P8B2hy0,0,N/A
Zm88nKl0HV,1,1
dKdoggC,1,0
51W6miV,1,0
2h35JT7,0,N/A
cm4BX0rhWr,0,N/A
5z02j25,0,N/A
89Uu155,0,N/A
rSgWfQzW7F,1,0
anOK1jF,1,N/A
xYL6qo7,1,0
03nk8Tj3UE,1,1
nYW2995,1,1
AZPyU98,0,N/A
8S35s43,1,0
C2ZC08Z,0,N/A
7kwu01R,0,N/A
19Sy1Nj1H1,0,N/A
chbq756,1,0
3i23Ntr0MD,1,1
6c1n0mrS7O,1,1
BRH76AC,1,N/A
ZeKN8vjN7A,1,1
ZLCEJFA,1,N/A
78s4c0G,1,0
Rg0YuBpXS4,0,N/A
7vmxX92,0,N/A
9GNWe5y3T3,0,N/A
w9573hB,0,N/A
hHetqtxIkN,0,N/A
Vvsz973,0,N/A
rg950CJ,0,N/A
Sbrrcv8,0,N/A
iqxUEBiT4L,1,0
xJOqMs9,1,0
94lWn78,0,N/A
7Wa7uA9,1,1
2zf35llCvz,0,N/A
v5v5muwljj,0,N/A
051lmrgbX0,1,N/A
0Z2o0S4,0,N/A
q0P6a20,1,0
EF712gfk8F,1,1
OLQkcZF,1,0
B9ob0TE,1,1
NQlcS3T,0,N/A
kwhlp00,0,N/A
tXfWx8X,0,N/A
L8QoFY7,1,0
3kei03xFgD,0,N/A
Q51HkHxB1d,1,N/A
1t08PHI,0,N/A
IvVbvuzo6o,0,N/A
REU7Y4O,0,N/A
P8d8xqH,1,1
if4h4ol45r,1,1
jU8q65a14v,0,N/A
9wabqJe7YK,0,N/A
vmlGN14,0,N/A
4fd1f4bo8G,0,N/A
0r14SSwbhY,0,N/A
3d64V42,1,1
P5zfR0bVp2,0,N/A
9n4D0G1,0,N/A
qs2a3Aqfo0,0,N/A
7U30w5L,1,1
7wiZOK1,1,1
66RJtuB,1,1
TFOyoN4,1,1
RH9wv92,0,N/A
3e15H5B,0,N/A
pzyfOza9G0,0,N/A
L08470apTD,0,N/A
kAau7MR,1,1
19H25maBBe,0,N/A
Z0r7LOB,1,1
788x6N3,1,0
SS9c3d5,0,N/A
K7pEwQD,1,1
76Je7fX,0,N/A
vD3cIFi8p8,0,N/A
tt9dTxiNo8,0,N/A
qe6Eoyumbs,0,N/A
0G9e303,0,N/A
uAHZz2jGE4,1,N/A
gw5F7E8,0,N/A
F2fF9i2,1,0
7B8fiR6,0,N/A
T17OIXL,1,1
i8xq46V,1,0
2pGdqS6,0,N/A
WVoydaY,1,0
10PLthfv58,0,N/A
omYgiJV,0,N/A
5NP4aqO,1,0
2AAQbPnh98,1,0
KqZkMsR,1,1
28T7NP4,0,N/A
BcVf70H,0,N/A
yqdB5gX,1,1
M4d8gFa9e5,0,N/A
O3IIX6ecV4,1,0
S6HMwNC,1,0
LE5URH8,1,1
OC0JkA9,1,N/A
fvGFJdL,0,N/A
pGz6puqxX5,0,N/A
s858IfF,0,N/A
8k8T7NI,0,N/A
19r80rczhR,0,N/A
pdxuSdu4NI,0,N/A
1Zr26gtPlK,0,N/A
ZHqH1v8,0,N/A
O31Q649,0,N/A
TaRHpGedZC,1,1
96VVNUQ,0,N/A
IJ9EG9U,1,0
3QbvCmW,1,0
21eeiXW,1,1
it49h5E,0,N/A
d0nQVOZ,0,N/A
8J91hMI,1,0
02yzhl7,0,N/A
zIidYrY,1,1
f701ly4,1,0
Hv39B1B,1,1
NJl1ne5,1,0
c00XvN4,0,N/A
BAl3fEarcZ,1,N/A
446BIKL,0,N/A
17Ik6N6,1,1
6HZkCTiGj5,1,0
0N5cWfF,0,N/A
17d6Rjgv1k,1,0
Dk9rMg9,0,N/A
3Ysnjbp2Rv,0,N/A
f9B6wi5,1,0
AQ7oFSI,0,N/A
3ssBSz5,1,N/A
k7spgp1,0,N/A
9QmW67C,0,N/A
4acj1dn4po,1,0
3QRP92T,1,1
t3Gj7A9,0,N/A
oAB8Cd2,1,0
FojS9Az86M,1,1
mh29nHV,1,0
VnJW3zQ,0,N/A
80uACI7,1,1
KW5u4M3,1,1
1o00f3V,1,N/A
j66DhF9,0,N/A
hTb22d7,0,N/A
Tb1Wx47,1,1
VM5yVM6,1,0
Ti96m49,0,N/A
g3Zw734,1,N/A
1z4dWu0,1,N/A
33V8n2c3Wm,1,N/A
K0XozmP,1,0
ca76BSkSjX,0,N/A
taOMYZ9,1,1
m5XGU2X,1,1
BMXQ3Z7,0,N/A
H4633FU,1,0
ZFM4j7H,1,0
wRW7X2iqjm,1,N/A
c1ZTX85,0,N/A
uZfvbPH,0,N/A
EtmS7Kz2fK,0,N/A
A2H5G48,0,N/A
FH1aNy0,0,N/A
xGPAcy4,1,1
097Ev1vp89,0,N/A
t91CT8rWiH,1,0
NW9HyVb4Ub,1,0
yu2c5P4,1,1
TVWd24wuhC,0,N/A
sQ5Tm5aN1r,0,N/A
IXv7X26,0,N/A
VWbzDQ0,0,N/A
cy932OO,0,N/A
Txh4sej5QJ,0,N/A
S2z8Nl4,0,N/A
1X0uW47,0,N/A
A86I4juz8j,1,0
u5P291pd3c,1,0
4tYs7BjE2N,0,N/A
s3V4f02,0,N/A
RkZbYibRt0,0,N/A
f9G13xfw33,0,N/A
05xSPpV,0,N/A
7AW0p4Y,1,1
Nnw8u3wm0k,0,N/A
E0lR8Mg5sI,1,N/A
dq54PS9,0,N/A
TE47850,0,N/A
ToD34qahyU,0,N/A
g8LwpAL,0,N/A
M2VG7R7,1,0
0S0jI65,0,N/A
Kbw8wS3,0,N/A
CGVAOEzA94,1,N/A
5z641hdf28,0,N/A
Q20jdXce3D,0,N/A
1sVkqbvXjx,0,N/A
d9X35FpWAG,1,0
62OaTrf4MU,1,0
10byiCk15k,1,0
3Z0hSPB,0,N/A
84NcM2lN60,1,0
ak8R1g8,1,0
MIf6MYD,0,N/A
21WGFp7,1,0
Hpmu9TgcHO,0,N/A
8MtLlE0,1,N/A
RXfFoN4,0,N/A
1nd95T0,1,0
X0hDULT,1,1
n4qi2FE,1,1
8hX7HEG,1,1
TRwhTT1,1,0
2tSRCCJ,1,1
MwRjEa3,1,1
h5XqO36,1,0
a5F7qM7,0,N/A
8Y5Bd6F,1,1
3zwRe11,0,N/A
7ccy3l6,1,0
VW6SRDlmcc,1,1
cIFg3f7,1,1
48VUB5wQ44,1,1
L4IVioK,0,N/A
IDbi20H,0,N/A
2PwHU93,1,0
52cVqUJ,1,0
3AZJAo9,0,N/A
u1d9YAL,1,N/A
T598rcF,0,N/A
0OhXbgm824,1,1
lN93tf4,1,N/A
5IBk0f2,0,N/A
2vf1EU1,1,0
tcABX38,1,1
QXf72Dx44G,1,1
Hq17wKJ,0,N/A
O8r27fV,1,0
hopF40L,0,N/A
MJ3iVw2,0,N/A
3dQ7iBW,0,N/A
2ZsQ3h8,0,N/A
T53UaObj78,0,N/A
298Uc2y5x7,1,1
Y07L36uPNs,0,N/A
sT6eRsu7o5,0,N/A
LFkvYfg4FQ,1,0
Jd1VejU,0,N/A
2003dz4,1,1
g0tZ08inVW,0,N/A
6M92PkM,0,N/A
C3j51ewIvV,1,N/A
gtgA47D,0,N/A
2b5961Z,0,N/A
Zt4F6Rv5qK,1,N/A
TwACt5S,0,N/A
5ttWwxzpJ0,0,N/A
lgt7Ext90s,0,N/A
yPun4u5,0,N/A
017Z9T2,1,0
avZp1hN,0,N/A
8B24SoH,1,1
D40i3Fu5K3,0,N/A
j67b8Xk2ti,0,N/A
1HqAH87,1,0
6l7ClUf28r,0,N/A
G851E8g07J,0,N/A
kv681sO,0,N/A
Z4v9e44,1,0
06sTmU0,0,N/A
9ZE1q0C,1,N/A
uk952Cp0U6,0,N/A
PUJ2WAT,0,N/A
54Z16AwPfL,0,N/A
D4PvaC4,1,0
ztlO7gnemW,0,N/A
WP10lnvwih,0,N/A
fQoK7fz6kA,1,0
1Q1HGPj4i1,0,N/A
MQd786H,1,1
561z3R1,1,1
oVueFNX,0,N/A
zO0jFRm2gX,0,N/A
F8FEpBV,0,N/A
lk2vjLpc3M,1,1
Zse74y0,1,0
49t5m61,1,0
SJ79l5daC4,1,N/A
i7mg0p8,1,1
9tnqUxA,1,1
Mz66l6g1Ey,0,N/A
Tp74GAT,0,N/A
xXBd55pm6f,0,N/A
l20J2EwC3p,0,N/A
xFbXOlnPlg,0,N/A
1Cg3j7U,0,N/A
X6Gch42,1,0
85s7FziVW2,0,N/A
Rh4ebPj5vo,0,N/A
dt2pYg7,0,N/A
YFv9Hw1,1,0
XpU3W9Y,1,1
3U4r7bU,1,N/A
Gmbo4nz8eN,1,0
n8vRTAT,1,0
Z7Rn0nx94u,0,N/A
AA7v9Jmaw7,1,0
PUjMwkZ,0,N/A
rQHc950,0,N/A
UKdl8he5Y4,1,0
oJej551,0,N/A
HT2IC4B,0,N/A
nZXQa5hzHE,1,1
Zm7Hpyfu4E,0,N/A
V9UXr0G,0,N/A
MyZKLMoqS5,0,N/A
6FLQ7dmM41,1,1
QT40mP0,0,N/A
rtQ391K,0,N/A
6UO3u1O,1,0
h5CzyiT,1,0
5vFluw9,0,N/A
EyRdKf3,0,N/A
k6f0YKW,0,N/A
1N09K6ikRq,0,N/A
OKiod37,1,1
072DTy8,1,0
NHAUst6,0,N/A
v21L77c47d,1,0
3K613kI,1,1
3zn7F0j01w,1,0
28ZGTi2,1,N/A
6W6Kz4h8c6,1,0
Dzb3SLyH06,0,N/A
Ro32wkguk7,1,0
r3GGmuyd70,0,N/A
4D2HzCpOA7,1,N/A
K3kZ9gU,0,N/A
mU1v3MD,0,N/A
Cg1W08y4e5,0,N/A
xo8k5jsuv1,1,0
7lU5w6S,0,N/A
QruhjFi22e,1,0
9CHfEXT,1,0
GHX1NPV,1,1
mmFQ725,0,N/A
9IO3M09,1,1
60u0Q2g3k6,1,1
cAqHtjxD3o,1,0
H1r9nj0,0,N/A
84Q2z86,0,N/A
fbg7J5lb1j,0,N/A
YE5588Y,1,0
4dqvzSh6U8,0,N/A
I73NTO6,0,N/A
T57o5U0,1,0
6y20Z89,1,0
4r7g1ZfK7G,1,0
2XVh9C0,0,N/A
4hmvO71,0,N/A
4B0bj0H,1,0
60di586,0,N/A
zJ52riD,1,1
iU8YSIR,0,N/A
Oo00mE5,1,1
ceSUGbxI0A,0,N/A
8ho4UP2,0,N/A
Ic7H7LZ,0,N/A
7f7Ex90,1,0
7p95c56,0,N/A
dr02fWB,0,N/A
l0g3HOZ,1,0
6vQt9PoHj4,0,N/A
nQnt99M,0,N/A
2HLiEzQ,0,N/A
T572aEH,1,N/A
rElA8RV,1,N/A
N3kHRc8,0,N/A
4h3dfr9,0,N/A
1NyLsa0,1,0
Voo1Cpb199,0,N/A
45rf95u212,1,N/A
FcYf289,1,0
bT7l60bS97,1,N/A
2JME7ftGLB,0,N/A
C39gjV8,1,1
5Y2K9TG,0,N/A
Fvm1448,1,1
SGLt709,1,N/A
2vk1zechxv,1,1
16xeD4Y,0,N/A
4Kv9fZ3,0,N/A
378OSYD,0,N/A
lwV76EzB27,1,N/A
qg4WZvF,1,0
upYAR37,0,N/A
eb792A1,0,N/A
N8sD0kq8U6,1,1
e5wn95H,0,N/A
40L1GRR,1,1
nm1HaJD,1,1
EfHDtZW,1,1
7302mw8,0,N/A
AMp9j9d9n4,0,N/A
06vLx06,0,N/A
1L76C2kfv7,1,1
7KDF9GaETq,0,N/A
rZ0TjestQp,1,0
2B12XZ6,1,1
8cqaD67,0,N/A
5XISN87,0,N/A
1Shw8gG,0,N/A
Wjvh6an6IX,1,0
JMS2Loy220,0,N/A
CuilwFX,0,N/A
065xH1sHLO,1,0
nzZ8eD1,1,1
2nq20tW,0,N/A
1C4gKqY,0,N/A
ai00xu4,0,N/A
gG74D7cVp2,0,N/A
7Q3eSF9,1,1
SWc61e3,0,N/A
bojsOJ5,0,N/A
34yiv7U,0,N/A
c7UO60jm4d,0,N/A
TRLunDI,1,0
0mj7AY4,0,N/A
1NDvfYi7Zk,0,N/A
zi03m8E,0,N/A
M2Y3e83,1,0
N9UAfDB,0,N/A
CVOA5pA,1,0
nEgept8,1,1
4T36McQ,1,0
L7c09ns1tf,0,N/A
Ni661IN,0,N/A
j7HP64O,1,0
AR9NM7P,1,1
HAFlDAR,1,0
JmY439P,0,N/A
2F4k0s9,0,N/A
Ry40tcovC6,0,N/A
44204U3,0,N/A
VBnDPfX,0,N/A
UDYi85K,1,0
1W7Lb0e0Z9,0,N/A
2AbwroN,0,N/A
2UhPCoi3qY,0,N/A
zf2JW84,0,N/A
Wb352K7,1,0
PYjY65I,1,1
tLzmasI,1,1
8hJsH6ofYy,1,1
Q1Umfg8,1,1
n95cri7,0,N/A
9t8L932,1,0
847Xbhfcs2,0,N/A
e27AAHP,1,0
4vp5K7H,1,0
8s619OX,0,N/A
pDRtdCW,0,N/A
ievlJ8L,1,N/A
QoIDXsz1Qn,0,N/A
FQO4ona8Sc,0,N/A
4zs71i4,0,N/A
25x25CD,0,N/A
lHAR0yr6R0,1,0
6w4UYZR,0,N/A
gMr459J,1,1
v3Y8BSzbeB,0,N/A
4SP1JEu624,1,0
hsgXU34,0,N/A
Vpl6FnM,0,N/A
9rsFF1cpVe,0,N/A
05bpBUE,1,1
aGUI2u9,1,0
7T8worN,0,N/A
rE3d2QeKaj,1,1
I53T99evK3,1,1
Ws9HMkg2eS,0,N/A
y9Ku090,1,0
2qXI6xX,1,N/A
ixNz005,1,N/A
10b45ag4W3,0,N/A
8dQ4UKdH7c,1,0
U4EW43rAWl,0,N/A
EIN3HbH,1,0
iDV09nsAyQ,0,N/A
wHd5B28,0,N/A
dUqy2S1,0,N/A
5940d4R,0,N/A
1z3YGZqVue,1,1
BD12FnR,1,N/A
AmMe5b8,0,N/A
H59mKC5,0,N/A
9JT451zHfe,1,0
isQ1F89,0,N/A
1V13tXtY62,0,N/A
3Wki6ac3VE,1,0
DmxSk0W,0,N/A
6d75H80,0,N/A
WL6NmobdjI,1,1
EVo2KNt2x8,0,N/A
ShibM5j1Ux,1,1
mzVN0Kk9oF,0,N/A
5zmMuM8,1,1
O6r982H,0,N/A
l70zD4chlG,0,N/A
QIa382pwQe,1,N/A
T7693hfiHe,1,N/A
S1WVml7,0,N/A
M24NR26,0,N/A
3zf8nX4,1,0
6A9Vi2jYvM,1,0
FoKfdPn47S,1,0
6u97ibdFzc,0,N/A
ITaPM05,0,N/A
YM8jCf2,0,N/A
m9M9dLbAM1,1,1
B1itbkiF08,0,N/A
60hKDhopOg,1,0
RkC7WtF,0,N/A
25l6nxvO0C,1,1
T0WxMpT,0,N/A
3N6jeND,1,1
A01JHkU,1,N/A
kK6YAG5,1,0
jPKlPe5,1,1
f7h5ZEn6Xz,0,N/A
628J3RL,1,0
hcYpr5A,1,0
xET2Bt2,0,N/A
GsSo14M,0,N/A
79oW4lN,1,1
3m080MG,1,0
S20kG1F,0,N/A
sQc23K0,1,1
ELN7x7sp2W,0,N/A
rh2j80K,1,1
0FEh49drNE,1,0
a35XR7W,1,N/A
TiGzdEZ,0,N/A
G63veuh2MU,1,N/A
8wKOVNX,0,N/A
o1Ovc7u4WH,0,N/A
0iiSR7T,1,0
r4wS4X1,1,1
hoEUoNU,0,N/A
czF7At4,1,1
7JspPHimV2,1,0
fyBk7ZE,0,N/A
39j9c79,1,0
u5r1Oa6,1,1
wG6a9DW,0,N/A
MbJy1N2,0,N/A
a09xnu1,0,N/A
n20w7qvs4d,1,0
CHVK55ikhk,1,1
44YPK1n2km,0,N/A
XQ5yY1Z,1,0
b07jP0L,0,N/A
ORz71tb5N3,1,1
WQDqczuFD2,1,N/A
gLe120O,1,0
zI3RXJ4,0,N/A
iq59ykkN4c,1,0
2gbZ3BbgA2,1,N/A
KG9s373,0,N/A
MZMWEgv5BZ,0,N/A
HC3qjB3,0,N/A
bHE4f90,1,0
89R3fmE,1,N/A
66X53Q9,0,N/A
Y84TLzT,1,0
2Dc31Xsxa1,1,1
IoiNq1vxE0,0,N/A
VlOC0R3,1,0
uzP3EWeVZL,0,N/A
vU1AsseL0o,0,N/A
m0BqHrig41,0,N/A
Q8x4Z5A,1,0
22kWhYQ,1,1
1jl2si0,1,0
VSvukyyR43,1,N/A
02uUj36,0,N/A
XCKaa15,1,0
ph0a758,0,N/A
7y56tbyIIL,0,N/A
R622lST,0,N/A
Qse4998,0,N/A
Jw4z223,0,N/A
VI7x7v3,0,N/A
y2l4iu7,1,1
hc1q14Y,1,0
DY8il59,1,0
XS7o7IT,1,0
8h3H843,0,N/A
qVMWTJd47c,0,N/A
aK3ipwE,1,0
p4J9o97,1,0
MW16p86,0,N/A
s1pkscoy0g,0,N/A
NQbf09jdJa,1,0
f7P7vN7,0,N/A
2527SF5,0,N/A
647f2IB,0,N/A
SewaW98,1,0
8ZDtvg3,1,N/A
601LCJf7A3,1,N/A
D987Heza1b,0,N/A
BRQQ49Q,0,N/A
8085Aw9,1,N/A
7MCn4iq9Fd,0,N/A
KL4FeEF,1,0
v3BTtQC,1,0
9xjyeAvv27,1,0
k791ybM,0,N/A
O768peZ,1,1
54eo36nKmw,0,N/A
gP7VFP2,1,1
1qbey1D,1,0
WcJDGKB,0,N/A
cPm44NvhF9,1,0
is4u65A,0,N/A
olgbLKP,1,0
vD5q317,0,N/A
p5KLFYu0UY,1,0
ZyD5nGQ,1,1
8v9r7sqrLd,1,1
2nXAHS6,1,1
UMV78dfY1Q,1,N/A
Zw47s84,1,N/A
1m54VY7,0,N/A
mWpCrV5,0,N/A
pH581GM,0,N/A
pes4LI9,0,N/A
4842hmJ,1,N/A
1zPlj5Z,0,N/A
64pI92o1Hg,1,1
XL25EnoHHs,0,N/A
HGtBgYF,0,N/A
Y14fH5G,0,N/A
4YYx2hD,0,N/A
zA2IztT,0,N/A
USw5o4v999,1,0
d3BYC2eGAV,0,N/A
7395VuS,1,0
39y4SHX,1,N/A
6VwCZR8,1,0
K61wT0A,1,0
K10Sh48,1,0
44KbH21,0,N/A
1RSj5OjSh2,1,0
y21V829,1,0
v09w275,0,N/A
lOw49EL,1,1
PZ1Xq6h5HC,1,N/A
tt5sW6N,0,N/A
NEI7esL,1,0
iCDX9bjU8h,0,N/A
BR4X50fJQB,0,N/A
1ODut0lU2T,0,N/A
Q690BNd308,1,1
1AQ8OqqLrA,0,N/A
nn2kuI9,0,N/A
l4DvRb4,0,N/A
99vBH62,1,1
8scwoqB,0,N/A
5iXFrx9,1,1
DYLqipR,0,N/A
0k0D5PizeV,1,0
H7B08QiR26,1,0
zkj4l65,1,0
Jv534ra8t0,0,N/A
R76DpNkncg,0,N/A
6W5614I,1,0
o0pv7VN,1,1
FlMFdW2,1,1
5y65otuAVm,0,N/A
l1AX2v5,0,N/A
UdC9fsK,0,N/A
0Z0Dtd7,0,N/A
y4NuKfuwWY,0,N/A
cF6NnCO,1,1
9HIppjA,1,1
U407i8B,0,N/A
kbjA8YN,0,N/A
9e2GX03,0,N/A
cO6M3I2,1,1
qrrGGFQ,0,N/A
7kRed2T,1,0
gZI8CPvlc8,0,N/A
UH75prO,1,1
UaWnnU9,1,0
2h3z2Jc3K8,1,0
8HX7gU2,1,1
3i3mit4,0,N/A
Qvg06v6,1,1
4sQ0cys617,0,N/A
YdX55TQ,1,1
0qeCU5gL9o,0,N/A
OlQ7D7v8cM,1,1
K9KVp7X,0,N/A
76XYeO3,0,N/A
5FlOufK,1,1
tolK0r5,1,N/A
4V862P8,1,N/A
Lx4S7RW,1,0
H1vD644,1,1
NQdKEVy3pz,0,N/A
0M1Y745,1,1
6vn0abby13,1,1
IqLk6KO,0,N/A
gQ2ML3j4lp,1,1
41Ib2T5,1,0
73oz2W7,1,0
nAY2u38,1,N/A
cet395M,1,1
b32gjuC,0,N/A
5vW06Q6,0,N/A
I8sp02eglo,0,N/A
SfZl6K8,0,N/A
6R8PE07,0,N/A
20U34qD,1,0
qx54oQ1,1,N/A
gX2141S,1,N/A
wPcgUbN,1,0
7a09a0F,1,0
0pmKT3L,0,N/A
c8d2l5B,1,0
8KR9spM,1,0
j3q7wKV,0,N/A
4m29QU6,0,N/A
Q41rr6gOVz,0,N/A
2t256Rywc1,1,1
840OdkyfD2,1,1
HbvLXokYaS,0,N/A
c1NGVYnmdf,0,N/A
273J7iK,0,N/A
KY9pi22,0,N/A
95P5e3A,0,N/A
Ug32246,0,N/A
BhFwYYoE68,0,N/A
Yd12IpkMH9,0,N/A
52V31xycv9,1,0
Qx6dHy1,0,N/A
LGhc1Jcek4,1,1
MgP25XqBN0,1,0
EW8RwWF,1,0
7k7yjf2,1,1
VwiWE2iLLj,0,N/A
9lx9vLn07O,1,N/A
3JoytHE,0,N/A
NwRF31d11S,0,N/A
iO4h37B,1,0
yTnp6BL,0,N/A
It16s2R,1,N/A
e0tR1MN,0,N/A
yO41W2cur1,0,N/A
K33zn7k3HC,1,0
8nTTvSA,1,1
0HBF59ah8X,0,N/A
Dl9o69zRJH,1,0
SrTSj6o66b,1,0
jWLHS5nDvl,0,N/A
gB89CcmSeU,0,N/A
ar2yZN4,0,N/A
W8gqK2blD0,0,N/A
153ay5O,1,0
c37pq0F,0,N/A
SX1u786,0,N/A
551DH9X,0,N/A
yRnJrkO,1,1
lsF3Rr4,0,N/A
0gUqZPmvj0,0,N/A
iCR0x8C,1,0
3dL2tV7,1,N/A
cGsA1hpTp0,0,N/A
u3t46r2,0,N/A
rtSGp50,1,1
mwtFqk8,0,N/A
abL6GB9,1,1
nhhBox4,1,1
9v177MeCjU,1,N/A
0K47n9T,1,0
u9Zw37K,1,1
6HPve46,1,1
z02OnQydlq,1,0
3fxuN1U,0,N/A
wgxKZWC,1,1
CGV63GL,1,1
q2uBbB8,1,0
1SiMiyO,0,N/A
4T35z5cJxQ,1,N/A
3Gh03e1,0,N/A
q3uieSU,0,N/A
Swi3AEZ,1,0
ZntHRvX,1,1
Z7p3L53,0,N/A
2J3LTM7,0,N/A
41427j1,1,0
wOpE814,1,0
R79uhB1,1,1
XOFc7XN,0,N/A
xg3USx1,1,0
3N8iCTM,1,0
lQBrAd2,1,N/A
VF5a5SL,1,1
HH9YrJM,1,N/A
w3Ja59G,0,N/A
s8KtIG3,0,N/A
a88H780,1,1
Hlg36Yf59X,1,0
2W6p329,1,1
vzrIOXhzjJ,0,N/A
hTtZ46wiTB,1,N/A
2t3SIh6,0,N/A
SFQd7g8,0,N/A
t4npOP5,0,N/A
x6q8u1c6Rd,1,N/A
kGb57ME,1,1
05w50Zl5S7,0,N/A
zrET6m1,1,N/A
tkmCijxlap,0,N/A
i4A8BO7,0,N/A
d7p2ddvos8,1,1
VXV52cmNfH,1,0
iQvJB4qxY5,0,N/A
BrF2VoB,1,0
62r8Zbc8T3,1,N/A
ia4tWaS,0,N/A
0Nnh1Jc2X0,1,1
hDN3uVjK79,1,0
1BXKojwk9H,0,N/A
p1RZhOqZ7j,1,1
T8dW174,1,N/A
rhS8YvC,1,1
842QASK,1,1
MuJYj0x2e8,1,0
4KD8NR1,1,1
356sPf1,0,N/A
1TuKDgZ,0,N/A
16g1Ocxw8y,1,N/A
N7tcskO,1,1
F6793rD,1,N/A
Eqa0m9eNlA,0,N/A
0nbQa1p19g,0,N/A
538O55I,1,1
1IUQ6nhrx9,0,N/A
nZb0j69,0,N/A
iUYnMTA,0,N/A
2ST62o9,1,N/A
J7f1r8vWXc,1,1
1P5WDST,0,N/A
31412Z6,0,N/A
hNH47uL,1,0
cy4J7eB,1,1
6vNG3KN,1,N/A
Fh9o8En4sc,0,N/A
YE48rxM,0,N/A
a0eudenwrW,1,N/A
qL409kv0oK,0,N/A
75pqO44,0,N/A
kr3r2UA,1,0
fu07p4hcND,0,N/A
zNfz0oolvR,1,0
Divp1o6,1,N/A
GJ2JYM2,1,0
LQtXnsq6ww,0,N/A
dAR0avZ,1,0
Ds6bW89,1,1
q3OHOWn5Dj,1,1
85JF96x42f,1,0
ma8cJsB,1,0
628S01P,1,1
bKTCvG9,1,0
E1dl29m532,1,1
l386H70,1,N/A
tniaP5aKtT,1,N/A
I558sxI,1,0
39AOq11,1,0
tBS47CoJRP,0,N/A
ywNLdbwBY6,1,1
bIo75JkHaB,0,N/A
xAWmycjkB1,0,N/A
R7pIG95,0,N/A
090CHdnktG,1,0
KeKcHiC,0,N/A
4fBECer57U,1,1
0euXJ8K,1,0
02fE9myne3,0,N/A
8m3MR9m7LZ,0,N/A
497i44yzN3,1,0
U23B5qD,0,N/A
9v4AyV9,0,N/A
ubMxJnU,0,N/A
4IfxiUG,0,N/A
7b94niQ,1,1
U15dvCB,0,N/A
3rJXcxlKtm,0,N/A
2u7KWy0,0,N/A
hstNfgJ,1,0
8z989T5,1,1
3I31kMww35,1,1
J0Z07D3,0,N/A
O56h18bt6V,0,N/A
8zu79GV,0,N/A
PvccR24,0,N/A
1aMUU4Z,0,N/A
3N4tK1C,1,N/A
9lN15hX,1,N/A
7IoVh5O,0,N/A
m5cPf18,0,N/A
Ep7gFTW,0,N/A
0Pf9Nc5,0,N/A
0CjJ2Cph5i,1,0
HyBnL6P,0,N/A
dtrw0FhqJ6,0,N/A
HC77ncE,1,0
3QUpHZsNnA,1,N/A
XMi5VRmft8,1,N/A
uvEOTHlMCE,0,N/A
LyXS618,1,0
E3acy0C,0,N/A
kO7PBA4,1,1
4b00Q9F,1,1
o93fB5C,1,N/A
05A076G,1,0
9QV6kbiaw2,0,N/A
MwK60KZ,0,N/A
D9cvpQ8,1,0
58pMsZ1,0,N/A
IGhGna8,0,N/A
dPJBAw4,0,N/A
06qNbOjEco,0,N/A
5m92RdA,0,N/A
F0qZ30H,1,1
C0a007b0u5,0,N/A
ZqKwlB3,1,0
dk3001zbgm,0,N/A
V72oEAc9lg,0,N/A
wHcV5YN,0,N/A
PWQ8Ue5,0,N/A
bWil2AcCq5,1,N/A
gGDt7Gt1gv,0,N/A
8A3FpQN,1,0
Q0dFTuL,1,1
w70XvhV,0,N/A
